SURVEY_ID,USER_ID,SURVEY_RESPONDED_DATE,RESPONSE1,RESPONSE2,RESPONSE3,PRODUCT
survey_3,user_3434,8/14/21,"i was able to buy everything on my list",kroger,price,"Frozen Foods"
survey_4,user_3462,8/18/21,"i found most of the items on my list",walmart,brand,Bakery/Bread
survey_4,user_3462,8/18/21,"i found most of the items on my list",walmart,brand,Coffee/Tea
survey_3,user_1173,8/9/21,"i was able to buy everything on my list","whole foods",brand,Bakery/Bread
survey_3,user_1335,8/11/21,"i was able to buy everything on my list",costco,price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_9,user_1345,9/22/21,"i was able to buy everything on my list",walmart,availability,Bakery/Bread
survey_7,user_1351,9/12/21,"i found most of the items on my list",Kroger,Price,Bakery/Bread
survey_5,user_1355,8/24/21,"i was able to buy everything on my list",walmart,availability,"Cereal (Ready To Eat)"
survey_10,user_3554,9/27/21,"i was able to buy everything on my list",walmart,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_3,user_3552,8/10/21,"i found most of the items on my list",kroger,price,Beverages
survey_4,user_1412,8/18/21,"i was able to buy everything on my list",costco,brand,Bakery/Bread
survey_2,user_1438,8/8/21,"i was able to buy everything on my list",costco,availability,"Laundry/Home Cleaning"
survey_6,user_5068,9/2/21,"i found most of the items on my list",Target,Availability,"Personal Care & Beauty Health"
survey_5,user_5107,8/24/21,"i was able to buy everything on my list",costco,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_2,user_5144,8/5/21,"i was able to buy everything on my list","trader joe's",price,"Dairy/Dairy Byproducts"
survey_2,user_5144,8/5/21,"i was able to buy everything on my list","trader joe's",availability,"Cereal (Ready To Eat)"
survey_2,user_5149,8/7/21,"i was able to buy everything on my list","whole foods",price,"Grains, Rice, Pasta And Sauce"
survey_3,user_5141,8/13/21,"i was able to buy everything on my list","sam's club",price,"Paper (Tissue, Paper Towels, Etc.)"
survey_3,user_5141,8/13/21,"i was able to buy everything on my list","sam's club",price,Bakery/Bread
survey_3,user_5141,8/13/21,"i was able to buy everything on my list","sam's club",price,"Cereal (Ready To Eat)"
survey_5,user_5245,8/24/21,"i was able to buy everything on my list",walmart,price,Beverages
survey_5,user_5309,8/26/21,"i was able to buy everything on my list",target,brand,"Cereal (Ready To Eat)"
survey_7,user_5322,9/9/21,"i was able to buy everything on my list","Whole Foods",Price,"Dairy/Dairy Byproducts"
survey_4,user_5335,8/18/21,"i was able to buy everything on my list",walmart,price,"Vitamins & Supplements"
survey_5,user_5542,8/26/21,"i was able to buy everything on my list",costco,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_7,user_5214,9/7/21,"i was able to buy everything on my list",Walmart,Availability,"Frozen Foods"
survey_10,user_5299,9/29/21,"i found most of the items on my list",costco,price,"Beer, Wine & Spirits"
survey_6,user_5554,8/31/21,"i was able to buy everything on my list",Kroger,Brand,Coffee/Tea
survey_2,user_4850,8/2/21,"i was able to buy everything on my list",walmart,price,"Pet Care"
survey_7,user_4649,9/10/21,"i was able to buy everything on my list",Kroger,Brand,"Beer, Wine & Spirits"
survey_4,user_4701,8/21/21,"i was able to buy everything on my list",walmart,price,Beverages
survey_9,user_4709,9/20/21,"i found most of the items on my list",walmart,availability,"Dairy/Dairy Byproducts"
survey_5,user_4793,8/25/21,"i was able to buy everything on my list",kroger,price,Beverages
survey_5,user_4793,8/25/21,"i was able to buy everything on my list",kroger,price,Bakery/Bread
survey_9,user_4902,9/23/21,"i found only a few of the items on my list",albertsons,price,"Canned Goods"
survey_2,user_4934,8/3/21,"i was able to buy everything on my list",kroger,brand,Bakery/Bread
survey_2,user_4934,8/3/21,"i was able to buy everything on my list",kroger,brand,Beverages
survey_7,user_5024,9/7/21,"i found most of the items on my list",Target,Price,"Dairy/Dairy Byproducts"
survey_6,user_5608,9/5/21,"i was able to buy everything on my list",Kroger,Price,Beverages
survey_7,user_5752,9/11/21,"i found most of the items on my list","Sam's Club",Availability,"Personal Care & Beauty Health"
survey_9,user_5779,9/20/21,"i was able to buy everything on my list",walmart,price,Beverages
survey_10,user_5852,9/27/21,"i found most of the items on my list",walmart,price,Bakery/Bread
survey_10,user_5852,9/27/21,"i found most of the items on my list",walmart,price,"Dairy/Dairy Byproducts"
survey_10,user_5853,9/28/21,"i was able to buy everything on my list",walmart,availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_10,user_5862,9/30/21,"i was able to buy everything on my list",walmart,brand,"Pet Care"
survey_6,user_4978,8/30/21,"i was able to buy everything on my list",Walmart,Availability,Bakery/Bread
survey_6,user_4978,8/30/21,"i was able to buy everything on my list",Walmart,Price,Coffee/Tea
survey_7,user_3735,9/7/21,"i was able to buy everything on my list",Target,Availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_2,user_4119,8/3/21,"i found most of the items on my list","trader joe's",price,"Frozen Foods"
survey_4,user_3886,8/20/21,"i was able to buy everything on my list",target,availability,"Vitamins & Supplements"
survey_9,user_3909,9/23/21,"i was able to buy everything on my list",costco,price,"Personal Care & Beauty Health"
survey_2,user_3981,8/6/21,"i was able to buy everything on my list","sam's club",availability,Beverages
survey_4,user_4000,8/22/21,"i was able to buy everything on my list",kroger,availability,"Frozen Foods"
survey_4,user_4000,8/22/21,"i was able to buy everything on my list",kroger,availability,Bakery/Bread
survey_6,user_4099,9/2/21,"i found most of the items on my list",Kroger,Brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_2,user_4130,8/2/21,"i was able to buy everything on my list",walmart,price,"Grains, Rice, Pasta And Sauce"
survey_2,user_4160,8/8/21,"i was able to buy everything on my list",albertsons,availability,Beverages
survey_7,user_4318,9/6/21,"i found most of the items on my list",Walmart,Price,"Personal Care & Beauty Health"
survey_5,user_2219,8/23/21,"i was able to buy everything on my list",kroger,price,"Personal Care & Beauty Health"
survey_8,user_2231,9/17/21,"i was able to buy everything on my list",target,brand,"Dairy/Dairy Byproducts"
survey_7,user_2373,9/7/21,"i was able to buy everything on my list",Walmart,Availability,"Personal Care & Beauty Health"
survey_6,user_2282,8/31/21,"i found only a few of the items on my list",Walmart,Availability,Beverages
survey_4,user_2564,8/21/21,"i was able to buy everything on my list","trader joe's",availability,"Dairy/Dairy Byproducts"
survey_9,user_2647,9/21/21,"i was able to buy everything on my list",walmart,brand,"Grains, Rice, Pasta And Sauce"
survey_8,user_2408,9/13/21,"i found most of the items on my list",walmart,brand,"Dairy/Dairy Byproducts"
survey_5,user_2482,8/23/21,"i was able to buy everything on my list",target,price,"Paper (Tissue, Paper Towels, Etc.)"
survey_6,user_2484,9/2/21,"i was able to buy everything on my list",Costco,Brand,"Personal Care & Beauty Health"
survey_8,user_2621,9/13/21,"i was able to buy everything on my list",walmart,brand,"Personal Care & Beauty Health"
survey_7,user_2743,9/7/21,"i found most of the items on my list",Costco,Availability,Bakery/Bread
survey_5,user_2803,8/23/21,"i was able to buy everything on my list","sam's club",brand,"Baby Care"
survey_10,user_2815,9/29/21,"i found most of the items on my list",costco,price,"Frozen Foods"
survey_10,user_2815,9/29/21,"i found most of the items on my list",costco,price,"Dairy/Dairy Byproducts"
survey_3,user_2881,8/9/21,"i found only a few of the items on my list",walmart,availability,Bakery/Bread
survey_6,user_2882,9/3/21,"i was able to buy everything on my list","Trader Joe's",Availability,"Dairy/Dairy Byproducts"
survey_4,user_4352,8/16/21,"i was able to buy everything on my list",target,price,"Laundry/Home Cleaning"
survey_4,user_4352,8/16/21,"i was able to buy everything on my list",target,brand,"Baby Care"
survey_7,user_4454,9/6/21,"i was able to buy everything on my list",Walmart,Price,"Personal Care & Beauty Health"
survey_7,user_4478,9/12/21,"i found most of the items on my list",Kroger,Price,"Dairy/Dairy Byproducts"
survey_7,user_4389,9/11/21,"i was able to buy everything on my list",Walmart,Price,"Canned Goods"
survey_7,user_4389,9/11/21,"i was able to buy everything on my list",Walmart,Price,"Laundry/Home Cleaning"
survey_7,user_4389,9/11/21,"i was able to buy everything on my list",Walmart,Price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_6,user_4698,8/30/21,"i was able to buy everything on my list",Walmart,Price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_4,user_4702,8/17/21,"i was able to buy everything on my list","whole foods",price,"Beer, Wine & Spirits"
survey_3,user_4711,8/13/21,"i was able to buy everything on my list",target,price,"Paper (Tissue, Paper Towels, Etc.)"
survey_3,user_4599,8/11/21,"i found most of the items on my list",costco,price,"Frozen Foods"
survey_7,user_4611,9/9/21,"i was able to buy everything on my list","Whole Foods",Brand,Beverages
survey_7,user_4611,9/9/21,"i was able to buy everything on my list","Whole Foods",Availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_6,user_1506,9/4/21,"i found most of the items on my list",Walmart,Brand,"Personal Care & Beauty Health"
survey_6,user_1506,9/4/21,"i found most of the items on my list",Walmart,Brand,"Paper (Tissue, Paper Towels, Etc.)"
survey_6,user_1504,8/31/21,"i was able to buy everything on my list","Trader Joe's",Availability,"Grains, Rice, Pasta And Sauce"
survey_6,user_1504,8/31/21,"i was able to buy everything on my list","Trader Joe's",Availability,"Beer, Wine & Spirits"
survey_7,user_1597,9/7/21,"i was able to buy everything on my list",Walmart,Price,"Vitamins & Supplements"
survey_6,user_1605,8/30/21,"i found most of the items on my list",Albertsons,Brand,"Frozen Foods"
survey_6,user_1605,8/30/21,"i found most of the items on my list",Albertsons,Availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_3,user_1741,8/13/21,"i was able to buy everything on my list","sam's club",price,"Personal Care & Beauty Health"
survey_2,user_1748,8/8/21,"i was able to buy everything on my list","sam's club",availability,"Frozen Foods"
survey_3,user_1820,8/11/21,"i was able to buy everything on my list",walmart,price,"Cereal (Ready To Eat)"
survey_3,user_1820,8/11/21,"i was able to buy everything on my list",walmart,availability,Beverages
survey_4,user_1829,8/16/21,"i was able to buy everything on my list","whole foods",price,"Vitamins & Supplements"
survey_6,user_1652,8/31/21,"i was able to buy everything on my list",Kroger,Price,"Paper (Tissue, Paper Towels, Etc.)"
survey_3,user_72,8/10/21,"i was able to buy everything on my list",target,availability,"Vitamins & Supplements"
survey_2,user_87,8/8/21,"i found most of the items on my list",kroger,brand,"Paper (Tissue, Paper Towels, Etc.)"
survey_8,user_36,9/14/21,"i was able to buy everything on my list",walmart,price,"Dairy/Dairy Byproducts"
survey_7,user_54,9/8/21,"i was able to buy everything on my list",Walmart,Availability,"Frozen Foods"
survey_7,user_85,9/7/21,"i found most of the items on my list",Costco,Price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_8,user_120,9/14/21,"i was able to buy everything on my list","trader joe's",brand,"Dairy/Dairy Byproducts"
survey_7,user_129,9/9/21,"i was able to buy everything on my list","Sam's Club",Availability,"Personal Care & Beauty Health"
survey_5,user_174,8/26/21,"i found most of the items on my list",costco,availability,"Canned Goods"
survey_5,user_174,8/26/21,"i found most of the items on my list",costco,price,"Paper (Tissue, Paper Towels, Etc.)"
survey_9,user_176,9/22/21,"i found most of the items on my list",kroger,availability,Bakery/Bread
survey_3,user_194,8/10/21,"i was able to buy everything on my list","sam's club",availability,"Frozen Foods"
survey_7,user_266,9/7/21,"i was able to buy everything on my list",Costco,Availability,"Frozen Foods"
survey_7,user_266,9/7/21,"i was able to buy everything on my list",Costco,Price,"Paper (Tissue, Paper Towels, Etc.)"
survey_4,user_278,8/22/21,"i was able to buy everything on my list",kroger,price,"Personal Care & Beauty Health"
survey_5,user_287,8/23/21,"i was able to buy everything on my list",walmart,price,Bakery/Bread
survey_2,user_328,8/5/21,"i was able to buy everything on my list",kroger,price,"Frozen Foods"
survey_3,user_120,8/11/21,"i was able to buy everything on my list","whole foods",availability,Beverages
survey_3,user_120,8/11/21,"i was able to buy everything on my list","whole foods",availability,"Pet Care"
survey_7,user_395,9/11/21,"i was able to buy everything on my list",Walmart,Availability,Bakery/Bread
survey_4,user_1853,8/17/21,"i was able to buy everything on my list",walmart,availability,"Dairy/Dairy Byproducts"
survey_4,user_2006,8/16/21,"i was able to buy everything on my list",walmart,availability,"Cereal (Ready To Eat)"
survey_6,user_2011,9/4/21,"i was able to buy everything on my list",Walmart,Price,Coffee/Tea
survey_5,user_2033,8/27/21,"i was able to buy everything on my list",kroger,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_5,user_2125,8/25/21,"i was able to buy everything on my list",target,availability,"Personal Care & Beauty Health"
survey_6,user_2155,9/5/21,"i was able to buy everything on my list","Whole Foods",Price,"Beer, Wine & Spirits"
survey_2,user_528,8/6/21,"i was able to buy everything on my list","trader joe's",availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_10,user_598,9/28/21,"i found most of the items on my list",costco,price,"Vitamins & Supplements"
survey_10,user_605,9/28/21,"i was able to buy everything on my list",kroger,brand,"Dairy/Dairy Byproducts"
survey_3,user_608,8/12/21,"i was able to buy everything on my list","sam's club",price,Bakery/Bread
survey_3,user_608,8/12/21,"i was able to buy everything on my list","sam's club",price,"Dairy/Dairy Byproducts"
survey_8,user_668,9/14/21,"i found most of the items on my list",kroger,availability,Coffee/Tea
survey_8,user_692,9/15/21,"i was able to buy everything on my list",walmart,brand,"Frozen Foods"
survey_7,user_752,9/11/21,"i found most of the items on my list",Kroger,Price,Beverages
survey_7,user_752,9/11/21,"i found most of the items on my list",Kroger,Brand,"Grains, Rice, Pasta And Sauce"
survey_7,user_752,9/11/21,"i found most of the items on my list",Kroger,Price,"Personal Care & Beauty Health"
survey_8,user_756,9/15/21,"i was able to buy everything on my list",target,availability,"Pet Care"
survey_9,user_812,9/25/21,"i was able to buy everything on my list",walmart,availability,"Cereal (Ready To Eat)"
survey_2,user_845,8/3/21,"i was able to buy everything on my list",walmart,availability,Bakery/Bread
survey_7,user_867,9/9/21,"i was able to buy everything on my list",Target,Price,"Dairy/Dairy Byproducts"
survey_4,user_880,8/21/21,"i found most of the items on my list",walmart,availability,"Laundry/Home Cleaning"
survey_8,user_1051,9/14/21,"i found only a few of the items on my list","sam's club",price,"Personal Care & Beauty Health"
survey_8,user_1051,9/14/21,"i found only a few of the items on my list","sam's club",price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_8,user_1051,9/14/21,"i found only a few of the items on my list","sam's club",price,"Frozen Foods"
survey_1,user_891,8/1/21,"i was able to buy everything on my list",costco,brand,"Cereal (Ready To Eat)"
survey_6,user_942,9/5/21,"i found most of the items on my list","Sam's Club",Price,"Baby Care"
survey_6,user_942,9/5/21,"i found most of the items on my list","Sam's Club",Price,Bakery/Bread
survey_10,user_958,9/28/21,"i was able to buy everything on my list",costco,price,"Laundry/Home Cleaning"
survey_10,user_958,9/28/21,"i was able to buy everything on my list",costco,price,"Canned Goods"
survey_7,user_1151,9/7/21,"i was able to buy everything on my list",Walmart,Availability,"Personal Care & Beauty Health"
survey_7,user_1151,9/7/21,"i was able to buy everything on my list",Walmart,Price,"Laundry/Home Cleaning"
survey_7,user_2972,9/7/21,"i was able to buy everything on my list",Walmart,Brand,"Beer, Wine & Spirits"
survey_3,user_3053,8/10/21,"i was able to buy everything on my list",kroger,availability,"Dairy/Dairy Byproducts"
survey_8,user_3184,9/15/21,"i was able to buy everything on my list",costco,brand,Bakery/Bread
survey_2,user_3349,8/5/21,"i was able to buy everything on my list","whole foods",availability,Beverages
survey_2,user_3349,8/5/21,"i was able to buy everything on my list","whole foods",availability,"Frozen Foods"
survey_5,user_3363,8/23/21,"i was able to buy everything on my list",walmart,price,Beverages
survey_6,user_2976,8/30/21,"i was able to buy everything on my list",Walmart,Price,Bakery/Bread
survey_6,user_2976,8/30/21,"i was able to buy everything on my list",Walmart,Price,"Grains, Rice, Pasta And Sauce"
survey_8,user_3139,9/13/21,"i was able to buy everything on my list",albertsons,brand,"Dairy/Dairy Byproducts"
survey_8,user_3139,9/13/21,"i was able to buy everything on my list",albertsons,price,"Personal Care & Beauty Health"
survey_8,user_3139,9/13/21,"i was able to buy everything on my list",albertsons,price,Beverages
survey_8,user_3139,9/13/21,"i was able to buy everything on my list",albertsons,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_8,user_3449,9/18/21,"i was able to buy everything on my list",walmart,availability,"Dairy/Dairy Byproducts"
survey_8,user_3527,9/16/21,"i was able to buy everything on my list",target,availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_10,user_1208,9/27/21,"i was able to buy everything on my list",walmart,availability,Beverages
survey_3,user_1144,8/10/21,"i was able to buy everything on my list",kroger,availability,"Frozen Foods"
survey_3,user_1144,8/10/21,"i was able to buy everything on my list",kroger,brand,"Pet Care"
survey_7,user_1188,9/6/21,"i was able to buy everything on my list",Kroger,Price,"Personal Care & Beauty Health"
survey_8,user_1251,9/15/21,"i was able to buy everything on my list",costco,availability,"Dairy/Dairy Byproducts"
survey_9,user_1252,9/26/21,"i was able to buy everything on my list","whole foods",price,"Paper (Tissue, Paper Towels, Etc.)"
survey_6,user_1419,9/2/21,"i was able to buy everything on my list",Target,Brand,"Paper (Tissue, Paper Towels, Etc.)"
survey_3,user_1446,8/10/21,"i was able to buy everything on my list",target,availability,Coffee/Tea
survey_6,user_5077,8/30/21,"i was able to buy everything on my list",Kroger,Availability,Bakery/Bread
survey_6,user_5077,8/30/21,"i was able to buy everything on my list",Kroger,Brand,"Frozen Foods"
survey_10,user_5160,9/28/21,"i was able to buy everything on my list",walmart,price,"Frozen Foods"
survey_4,user_5135,8/16/21,"i was able to buy everything on my list",walmart,availability,"Cereal (Ready To Eat)"
survey_3,user_5260,8/11/21,"i was able to buy everything on my list",kroger,price,"Cereal (Ready To Eat)"
survey_10,user_5301,9/28/21,"i found most of the items on my list",costco,price,"Dairy/Dairy Byproducts"
survey_3,user_5317,8/11/21,"i found most of the items on my list","trader joe's",price,"Grains, Rice, Pasta And Sauce"
survey_3,user_5317,8/11/21,"i found most of the items on my list","trader joe's",price,Bakery/Bread
survey_8,user_5329,9/18/21,"i did not find any of the items i needed",walmart,brand,Bakery/Bread
survey_8,user_5329,9/18/21,"i did not find any of the items i needed",walmart,price,"Canned Goods"
survey_5,user_5348,8/25/21,"i was able to buy everything on my list","trader joe's",price,Bakery/Bread
survey_4,user_5386,8/18/21,"i was able to buy everything on my list",walmart,brand,"Laundry/Home Cleaning"
survey_7,user_5408,9/7/21,"i found only a few of the items on my list",Walmart,Brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_7,user_5425,9/6/21,"i was able to buy everything on my list",Walmart,Brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_2,user_4792,8/8/21,"i was able to buy everything on my list",kroger,price,"Dairy/Dairy Byproducts"
survey_7,user_4789,9/11/21,"i was able to buy everything on my list",Target,Price,"Personal Care & Beauty Health"
survey_4,user_4922,8/22/21,"i was able to buy everything on my list",walmart,availability,"Frozen Foods"
survey_4,user_4979,8/18/21,"i was able to buy everything on my list",kroger,price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_4,user_4979,8/18/21,"i was able to buy everything on my list",kroger,brand,"Laundry/Home Cleaning"
survey_6,user_4986,8/31/21,"i was able to buy everything on my list",Walmart,Availability,"Canned Goods"
survey_1,user_4994,8/1/21,"i was able to buy everything on my list",costco,brand,Bakery/Bread
survey_5,user_5534,8/29/21,"i was able to buy everything on my list","sam's club",price,Bakery/Bread
survey_6,user_5536,8/31/21,"i was able to buy everything on my list",Albertsons,Availability,"Personal Care & Beauty Health"
survey_6,user_5568,8/30/21,"i was able to buy everything on my list",Walmart,Availability,"Baby Care"
survey_6,user_5568,8/30/21,"i was able to buy everything on my list",Walmart,Price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_8,user_5577,9/16/21,"i was able to buy everything on my list",target,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_4,user_5465,8/22/21,"i did not find any of the items i needed",walmart,price,"Frozen Foods"
survey_4,user_5472,8/21/21,"i was able to buy everything on my list",target,availability,Beverages
survey_7,user_5633,9/6/21,"i found most of the items on my list","Trader Joe's",Availability,"Frozen Foods"
survey_10,user_5682,9/28/21,"i was able to buy everything on my list",walmart,availability,"Vitamins & Supplements"
survey_7,user_5750,9/12/21,"i found most of the items on my list",Costco,Brand,Coffee/Tea
survey_7,user_5022,9/7/21,"i found most of the items on my list","Sam's Club",Availability,Beverages
survey_6,user_3653,9/1/21,"i found most of the items on my list",Kroger,Price,"Dairy/Dairy Byproducts"
survey_5,user_3666,8/23/21,"i was able to buy everything on my list",walmart,availability,"Canned Goods"
survey_5,user_3666,8/23/21,"i was able to buy everything on my list",walmart,availability,"Frozen Foods"
survey_8,user_3772,9/14/21,"i was able to buy everything on my list",walmart,brand,"Canned Goods"
survey_8,user_3772,9/14/21,"i was able to buy everything on my list",walmart,price,"Dairy/Dairy Byproducts"
survey_8,user_3772,9/14/21,"i was able to buy everything on my list",walmart,price,"Grains, Rice, Pasta And Sauce"
survey_10,user_3776,9/27/21,"i was able to buy everything on my list",walmart,availability,Beverages
survey_9,user_3843,9/22/21,"i was able to buy everything on my list",kroger,availability,"Dairy/Dairy Byproducts"
survey_5,user_3855,8/25/21,"i was able to buy everything on my list",walmart,brand,"Pet Care"
survey_2,user_3861,8/4/21,"i was able to buy everything on my list","sam's club",availability,"Pet Care"
survey_10,user_3874,9/28/21,"i found most of the items on my list",walmart,brand,Coffee/Tea
survey_4,user_3896,8/18/21,"i found most of the items on my list",albertsons,availability,"Personal Care & Beauty Health"
survey_5,user_3912,8/27/21,"i was able to buy everything on my list",target,brand,"Personal Care & Beauty Health"
survey_5,user_3719,8/24/21,"i found most of the items on my list",kroger,price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_4,user_3729,8/17/21,"i was able to buy everything on my list",walmart,availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_6,user_3834,9/2/21,"i was able to buy everything on my list",Walmart,Price,"Personal Care & Beauty Health"
survey_6,user_3834,9/2/21,"i was able to buy everything on my list",Walmart,Availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_8,user_4172,9/19/21,"i found most of the items on my list",costco,brand,"Dairy/Dairy Byproducts"
survey_8,user_4175,9/14/21,"i was able to buy everything on my list",kroger,price,"Dairy/Dairy Byproducts"
survey_3,user_4175,8/10/21,"i was able to buy everything on my list",kroger,availability,Bakery/Bread
survey_3,user_4175,8/10/21,"i was able to buy everything on my list",kroger,price,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_9,user_4261,9/25/21,"i found most of the items on my list",walmart,availability,"Dairy/Dairy Byproducts"
survey_2,user_4306,8/2/21,"i was able to buy everything on my list",target,availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_3,user_2199,8/10/21,"i was able to buy everything on my list",kroger,availability,"Frozen Foods"
survey_2,user_2300,8/4/21,"i was able to buy everything on my list",kroger,availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_6,user_2311,9/3/21,"i found most of the items on my list",Target,Brand,"Personal Care & Beauty Health"
survey_6,user_2605,8/30/21,"i was able to buy everything on my list",Walmart,Availability,"Cereal (Ready To Eat)"
survey_1,user_2637,8/1/21,"i was able to buy everything on my list","sam's club",price,"Personal Care & Beauty Health"
survey_8,user_2664,9/18/21,"i was able to buy everything on my list",walmart,price,"Paper (Tissue, Paper Towels, Etc.)"
survey_8,user_2411,9/13/21,"i was able to buy everything on my list",walmart,availability,Bakery/Bread
survey_4,user_2740,8/17/21,"i was able to buy everything on my list",kroger,availability,"Frozen Foods"
survey_8,user_2755,9/13/21,"i was able to buy everything on my list",kroger,price,"Beer, Wine & Spirits"
survey_9,user_4360,9/21/21,"i found most of the items on my list",kroger,price,"Pet Care"
survey_8,user_4492,9/19/21,"i was able to buy everything on my list",kroger,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_5,user_4354,8/25/21,"i was able to buy everything on my list","sam's club",brand,Bakery/Bread
survey_5,user_4354,8/25/21,"i was able to buy everything on my list","sam's club",brand,"Frozen Foods"
survey_5,user_4354,8/25/21,"i was able to buy everything on my list","sam's club",availability,"Beer, Wine & Spirits"
survey_7,user_4587,9/6/21,"i was able to buy everything on my list",Walmart,Price,"Frozen Foods"
survey_5,user_4607,8/23/21,"i was able to buy everything on my list",walmart,availability,"Dairy/Dairy Byproducts"
survey_2,user_4731,8/4/21,"i was able to buy everything on my list",kroger,brand,Beverages
survey_4,user_4733,8/18/21,"i was able to buy everything on my list",kroger,price,"Dairy/Dairy Byproducts"
survey_7,user_4735,9/7/21,"i was able to buy everything on my list",Walmart,Availability,"Frozen Foods"
survey_4,user_4749,8/18/21,"i was able to buy everything on my list",walmart,availability,"Laundry/Home Cleaning"
survey_5,user_4750,8/29/21,"i was able to buy everything on my list",kroger,availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_2,user_1451,8/2/21,"i was able to buy everything on my list","sam's club",brand,Beverages
survey_2,user_1468,8/7/21,"i found most of the items on my list","whole foods",availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_2,user_1468,8/7/21,"i found most of the items on my list","whole foods",availability,Bakery/Bread
survey_7,user_1529,9/6/21,"i was able to buy everything on my list",Walmart,Brand,Beverages
survey_8,user_1572,9/14/21,"i was able to buy everything on my list",walmart,brand,"Frozen Foods"
survey_8,user_1693,9/13/21,"i was able to buy everything on my list",walmart,price,"Dairy/Dairy Byproducts"
survey_8,user_1693,9/13/21,"i was able to buy everything on my list",walmart,availability,"Beer, Wine & Spirits"
survey_8,user_1799,9/14/21,"i was able to buy everything on my list",target,brand,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_6,user_1822,9/1/21,"i was able to buy everything on my list",Kroger,Availability,"Cereal (Ready To Eat)"
survey_6,user_1822,9/1/21,"i was able to buy everything on my list",Kroger,Price,Beverages
survey_6,user_1713,9/4/21,"i was able to buy everything on my list",Target,Availability,"Vitamins & Supplements"
survey_10,user_1731,9/29/21,"i was able to buy everything on my list",albertsons,availability,"Dairy/Dairy Byproducts"
survey_7,user_1789,9/9/21,"i found most of the items on my list",Kroger,Price,Bakery/Bread
survey_7,user_1789,9/9/21,"i found most of the items on my list",Kroger,Price,"Canned Goods"
survey_7,user_1789,9/9/21,"i found most of the items on my list",Kroger,Availability,"Frozen Foods"
survey_2,user_1813,8/3/21,"i was able to buy everything on my list",kroger,brand,"Dairy/Dairy Byproducts"
survey_4,user_1815,8/17/21,"i was able to buy everything on my list",costco,brand,"Paper (Tissue, Paper Towels, Etc.)"
survey_4,user_1815,8/17/21,"i was able to buy everything on my list",costco,brand,"Pet Care"
survey_3,user_1835,8/9/21,"i was able to buy everything on my list",walmart,brand,"Cereal (Ready To Eat)"
survey_3,user_1835,8/9/21,"i was able to buy everything on my list",walmart,price,"Dairy/Dairy Byproducts"
survey_3,user_1854,8/14/21,"i was able to buy everything on my list",walmart,price,"Personal Care & Beauty Health"
survey_7,user_1866,9/7/21,"i found most of the items on my list",Costco,Availability,"Snack Foods (Cookies, Candy, Crackers, Chips, Etc.)"
survey_7,user_1866,9/7/21,"i found most of the items on my list",Costco,Availability,Bakery/Bread
survey_4,user_1840,8/21/21,"i was able to buy everything on my list",walmart,brand,Beverages
survey_3,user_1887,8/11/21,"i was able to buy everything on my list",target,availability,"Cereal (Ready To Eat)"
survey_3,user_1887,8/11/21,"i was able to buy everything on my list",target,availability,Beverages
